Tipo Registrante,Gruppo Sconto,Cod.,Denominazione,Indirizzo,Cap,Città,Prov.,Regione,Nazione,Partita Iva,Codice fiscale,Elenco dest.,Nome Azienda,Extra 2,Note,Num. listino,Sconti,Banca,Pagamento,Fatt. con Iva,Rif. Persona,Desc. Tel. 1,Tel. 1,Desc. Tel. 2,Tel. 2,Desc. Tel. 3,Tel. 3,Cell,Fax,e-mail,Home page,Login web,Conto reg.,Note doc.
Privato,,EXT14629,Pellegrini Pietro,"Via Tasso, 56",20123,Milano,MI,Lombardia,Italia,,PLLPTR69C08F205,,,,,,,Banco BPM,PayPal,Sì,Pietro Pellegrini,Casa,0689611826,,,,,3229073039,,pietro.pellegrini91@libero.it,,,,
Privato,,PAZ02678,Bianchi Alberto,"Piazza del Comune, 192",00118,Roma,RM,Lazio,Italia,,BNCLRT48H21H501,,,,,,,Banco BPM,PayPal,Sì,Alberto Bianchi,Casa,0731815271,,,,,3197559672,,alberto.bianchi5@gmail.com,,,,
Privato,B,PAZ03708,Coppola Daniele,"Via XX Settembre, 150",20124,Milano,MI,Lombardia,Italia,,CPPDNL08M25F205,,,,,,,Banca Intesa Sanpaolo,RID bancario,Sì,Daniele Coppola,Casa,0281061346,,,,,3389550508,,daniele.coppola33@libero.it,,,,
Azienda,A,PAZ09987,Pellegrini Stefano,"Via Matteotti, 174",00121,Roma,RM,Lazio,Italia,,PLLSFN74M13H501,,,,,,,Banca Mediolanum,Contanti,Sì,Stefano Pellegrini,Casa,0316078260,,,,,3422935378,,stefano.pellegrini30@gmail.com,,,,
Privato,C,PAZ02805,Marino Luca,"Via Napoli, 130",00141,Roma,RM,Lazio,Italia,,MRNLCU65T07H501,,,,,,,Poste Italiane - BancoPosta,Contanti,Sì,Luca Marino,Casa,0691128413,,,,,3040547005,,luca.marino43@libero.it,,,,
Privato,C,PAZ01453,Esposito Lucia,"Via Leopardi, 115",00100,Roma,RM,Lazio,Italia,,SPSLCU81S46H501,,,,,,,BPER Banca,Carta di credito,Sì,Lucia Esposito,Casa,0532719855,,,,,3732145462,,lucia.esposito53@gmail.com,,,,
Privato,C,EXT14421,Silvestri Gianluca,"Via Matteotti, 100",20123,Milano,MI,Lombardia,Italia,,SLVGLC72P03F205,,,,,,,UniCredit,PayPal,Sì,Gianluca Silvestri,Casa,0256305312,,,,,3921330152,,gianluca.silvestri75@gmail.com,,,,
Azienda,A,PAZ09999,Villa Luca,"Via Tasso, 104",20123,Milano,MI,Lombardia,Italia,,VLLLCU76R08F205,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,No,Luca Villa,Casa,0811178859,,,,,3460826189,,luca.villa84@libero.it,,,,
Azienda,C,PAZ02319,Bianchi Andrea,"Corso Vittorio Emanuele, 63",80122,Napoli,NA,Campania,Italia,,BNCNDR03R08F839,,,,,,,UniCredit,Carta di credito,Sì,Andrea Bianchi,Casa,0332955997,,,,,3018312388,,andrea.bianchi71@libero.it,,,,
Privato,,EXT13882,Monti Angelo,"Corso Vittorio Emanuele, 67",00118,Roma,RM,Lazio,Italia,,MNTNGL37A26H501,,,,,,,UniCredit,PayPal,No,Angelo Monti,Casa,0157325854,,,,,3340140938,,angelo.monti68@libero.it,,,,
Privato,B,EXT12608,Villa Simone,"Via Tasso, 56",84122,Salerno,SA,Campania,Italia,,VLLSMN89C15H703,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,No,Simone Villa,Casa,0466428445,,,,,3338224574,,simone.villa92@gmail.com,,,,
Privato,,PAZ07333,Silvestri Sara,"Corso Italia, 131",00100,Roma,RM,Lazio,Italia,,SLVSRA66P58H501,,,,,,,Banca Intesa Sanpaolo,Carta di credito,Sì,Sara Silvestri,Casa,0223724992,,,,,3484545349,,sara.silvestri45@gmail.com,,,,
Professionista,B,PAZ03651,Cattaneo Patrizia,"Via Mazzini, 90",00121,Roma,RM,Lazio,Italia,,CTTPRZ48S61H501,,,,,,,Banca MPS,RID bancario,Sì,Patrizia Cattaneo,Casa,0594678187,,,,,3846809374,,patrizia.cattaneo52@libero.it,,,,
Privato,,PAZ02288,Bianchi Silvia,"Piazza del Comune, 133",00136,Roma,RM,Lazio,Italia,,BNCSLV06P66H501,,,,,,,UniCredit,Carta di credito,Sì,Silvia Bianchi,Casa,0259043060,,,,,3894555820,,silvia.bianchi91@gmail.com,,,,
Professionista,A,PAZ03623,Costa Filippo,"Via Marconi, 47",20121,Milano,MI,Lombardia,Italia,,CSTFPP74A13F205,,,,,,,UniCredit,Assegno bancario,Sì,Filippo Costa,Casa,0898748802,,,,,3951064648,,filippo.costa7@gmail.com,,,,
Privato,B,EXT13618,Ricci Ilaria,"Piazza del Comune, 120",80132,Napoli,NA,Campania,Italia,,RCCLRI85P48F839,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,No,Ilaria Ricci,Casa,0355402839,,,,,3965403633,,ilaria.ricci1@libero.it,,,,
Azienda,,PAZ04878,Longo Carlo,"Corso Umberto I, 93",00141,Roma,RM,Lazio,Italia,,LNGCRL04S18H501,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Carlo Longo,Casa,0374137117,,,,,3956058536,,carlo.longo87@gmail.com,,,,
Professionista,A,PAZ01713,Barbieri Giulia,"Via della Repubblica, 175",20124,Milano,MI,Lombardia,Italia,,BRBGLI84P46F205,,,,,,,Banca Mediolanum,PayPal,Sì,Giulia Barbieri,Casa,0772128898,,,,,3415171295,,giulia.barbieri10@gmail.com,,,,
Privato,A,EXT14505,Marini Fabio,"Via Mazzini, 104",80122,Napoli,NA,Campania,Italia,,MRNFBA53H01F839,,,,,,,BPER Banca,Contanti,No,Fabio Marini,Casa,0908862947,,,,,3362089298,,fabio.marini65@gmail.com,,,,
Privato,C,PAZ03589,Martinelli Elisa,"Corso Vittorio Emanuele, 71",10122,Torino,TO,Piemonte,Italia,,MRTLSE76H53L219,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Elisa Martinelli,Casa,0763636581,,,,,3757395551,,elisa.martinelli25@libero.it,,,,
Privato,C,PAZ09466,Palumbo Federica,"Via Cavour, 14",10121,Torino,TO,Piemonte,Italia,,PLMFRC44A51L219,,,,,,,Banca MPS,Assegno bancario,No,Federica Palumbo,Casa,0394516317,,,,,3855262557,,federica.palumbo23@libero.it,,,,
Professionista,B,PAZ05155,Santoro Martina,"Via Tasso, 20",84123,Salerno,SA,Campania,Italia,,SNTMTN54L66H703,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Martina Santoro,Casa,0478914537,,,,,3287104629,,martina.santoro43@libero.it,,,,
Privato,A,EXT12594,Monti Nicola,"Via Dante, 128",80132,Napoli,NA,Campania,Italia,,MNTNCL73M05F839,,,,,,,Banca Mediolanum,PayPal,Sì,Nicola Monti,Casa,0174864831,,,,,3588533029,,nicola.monti71@gmail.com,,,,
Professionista,A,EXT13673,Caruso Serena,"Via Leopardi, 79",00100,Roma,RM,Lazio,Italia,,CRSSRN96R64H501,,,,,,,Banca Intesa Sanpaolo,Carta di credito,No,Serena Caruso,Casa,0498840748,,,,,3925096574,,serena.caruso46@libero.it,,,,
Privato,A,PAZ03669,Villa Federico,"Via Milano, 155",00141,Roma,RM,Lazio,Italia,,VLLFRC81T09H501,,,,,,,Banco BPM,Carta di credito,Sì,Federico Villa,Casa,0461904517,,,,,3768197852,,federico.villa67@libero.it,,,,
Azienda,B,EXT14324,Piras Giovanna,"Via Milano, 97",84125,Salerno,SA,Campania,Italia,,PRSGNN75C57H703,,,,,,,Banca Intesa Sanpaolo,Carta di credito,No,Giovanna Piras,Casa,0843948201,,,,,3443235765,,giovanna.piras54@libero.it,,,,
Privato,C,EXT13524,Vitale Giuseppe,"Corso Italia, 123",00118,Roma,RM,Lazio,Italia,,VTLGPP91R26H501,,,,,,,Poste Italiane - BancoPosta,Carta di credito,No,Giuseppe Vitale,Casa,0488550123,,,,,3628092693,,giuseppe.vitale84@gmail.com,,,,
Azienda,B,PAZ08384,Marino Simone,"Via Leopardi, 111",00118,Roma,RM,Lazio,Italia,,MRNSMN94L15H501,,,,,,,Banca MPS,RID bancario,Sì,Simone Marino,Casa,0918323370,,,,,3928969134,,simone.marino44@gmail.com,,,,
Privato,C,EXT14210,Fabbri Beatrice,"Via Napoli, 167",20125,Milano,MI,Lombardia,Italia,,FBBBRC81C67F205,,,,,,,Poste Italiane - BancoPosta,Contanti,No,Beatrice Fabbri,Casa,0433105499,,,,,3966271753,,beatrice.fabbri39@gmail.com,,,,
Professionista,,PAZ04387,Ferrari Sergio,"Via Mazzini, 185",00136,Roma,RM,Lazio,Italia,,FRRSRG94H04H501,,,,,,,Poste Italiane - BancoPosta,Contanti,Sì,Sergio Ferrari,Casa,0604218133,,,,,3968636871,,sergio.ferrari33@gmail.com,,,,
Privato,C,PAZ09123,Moretti Andrea,"Via Nazionale, 25",80132,Napoli,NA,Campania,Italia,,MRTNDR67L16F839,,,,,,,Poste Italiane - BancoPosta,PayPal,Sì,Andrea Moretti,Casa,0902573393,,,,,3396614955,,andrea.moretti56@gmail.com,,,,
Professionista,C,PAZ07894,Villa Michela,"Via IV Novembre, 51",20124,Milano,MI,Lombardia,Italia,,VLLMHL01E43F205,,,,,,,Banca MPS,RID bancario,Sì,Michela Villa,Casa,0591028187,,,,,3580408543,,michela.villa19@libero.it,,,,
Privato,A,PAZ01489,Martini Lorenzo,"Viale Europa, 109",80122,Napoli,NA,Campania,Italia,,MRTLNZ06T15F839,,,,,,,Banca Mediolanum,PayPal,No,Lorenzo Martini,Casa,0628153734,,,,,3136287849,,lorenzo.martini86@gmail.com,,,,
Privato,B,PAZ01606,Messina Paolo,"Via Matteotti, 123",84125,Salerno,SA,Campania,Italia,,MSSPLA77B02H703,,,,,,,BPER Banca,Assegno bancario,Sì,Paolo Messina,Casa,0555477228,,,,,3010743697,,paolo.messina34@libero.it,,,,
Privato,A,PAZ08594,Bianchi Lucia,"Via Marconi, 12",10121,Torino,TO,Piemonte,Italia,,BNCLCU97M51L219,,,,,,,Banca MPS,Assegno bancario,Sì,Lucia Bianchi,Casa,0376569253,,,,,3473860180,,lucia.bianchi82@gmail.com,,,,
Azienda,B,PAZ08528,Gallo Giulia,"Via Tasso, 41",00136,Roma,RM,Lazio,Italia,,GLLGLI66S57H501,,,,,,,Banco BPM,Contanti,Sì,Giulia Gallo,Casa,0902121026,,,,,3731663006,,giulia.gallo42@gmail.com,,,,
Privato,B,PAZ01402,Russo Francesco,"Via Mazzini, 67",00121,Roma,RM,Lazio,Italia,,RSSFNC97D23H501,,,,,,,Banco BPM,Assegno bancario,Sì,Francesco Russo,Casa,0433243179,,,,,3594451492,,francesco.russo24@libero.it,,,,
Azienda,A,PAZ09387,Ruggiero Matteo,"Via IV Novembre, 177",00141,Roma,RM,Lazio,Italia,,RGGMTT98S28H501,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,No,Matteo Ruggiero,Casa,0277992546,,,,,3242546205,,matteo.ruggiero7@gmail.com,,,,
Azienda,A,PAZ03519,Fabbri Vincenzo,"Via Dante, 157",20121,Milano,MI,Lombardia,Italia,,FBBVCN96T24F205,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Vincenzo Fabbri,Casa,0657389880,,,,,3897885948,,vincenzo.fabbri89@gmail.com,,,,
Privato,A,PAZ03297,Fontana Alessandro,"Corso Umberto I, 10",20125,Milano,MI,Lombardia,Italia,,FNTLSN01S07F205,,,,,,,Poste Italiane - BancoPosta,RID bancario,Sì,Alessandro Fontana,Casa,0383074336,,,,,3598462449,,alessandro.fontana4@gmail.com,,,,
Azienda,,PAZ01006,Piras Rosa,"Via Leopardi, 16",00118,Roma,RM,Lazio,Italia,,PRSRSO70M45H501,,,,,,,BPER Banca,Assegno bancario,Sì,Rosa Piras,Casa,0157639717,,,,,3737934999,,rosa.piras61@libero.it,,,,
Privato,A,PAZ02791,Marino Francesco,"Via Dante, 57",80132,Napoli,NA,Campania,Italia,,MRNFNC02L08F839,,,,,,,Banca Intesa Sanpaolo,Contanti,Sì,Francesco Marino,Casa,0854678125,,,,,3527261855,,francesco.marino10@gmail.com,,,,
Privato,,PAZ02704,Barbieri Carlo,"Via Matteotti, 135",84123,Salerno,SA,Campania,Italia,,BRBCRL95D15H703,,,,,,,Banco BPM,RID bancario,Sì,Carlo Barbieri,Casa,0742384015,,,,,3296815672,,carlo.barbieri16@libero.it,,,,
Privato,C,PAZ05613,Molinari Angelo,"Via Nazionale, 29",80121,Napoli,NA,Campania,Italia,,MLNNGL51H21F839,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Angelo Molinari,Casa,0302028311,,,,,3767963325,,angelo.molinari52@libero.it,,,,
Azienda,,EXT14030,Sartori Francesca,"Via IV Novembre, 158",20121,Milano,MI,Lombardia,Italia,,SRTFNC54R46F205,,,,,,,Banca Mediolanum,Carta di credito,No,Francesca Sartori,Casa,0771229504,,,,,3439894702,,francesca.sartori8@libero.it,,,,
Privato,B,PAZ05683,Villa Gianluca,"Via Nazionale, 118",00118,Roma,RM,Lazio,Italia,,VLLGLC86A03H501,,,,,,,Banca MPS,PayPal,No,Gianluca Villa,Casa,0807381463,,,,,3128630850,,gianluca.villa92@libero.it,,,,
Privato,,EXT12287,Moretti Luca,"Via IV Novembre, 134",10122,Torino,TO,Piemonte,Italia,,MRTLCU46E22L219,,,,,,,Banca MPS,Contanti,Sì,Luca Moretti,Casa,0213265064,,,,,3943806878,,luca.moretti74@gmail.com,,,,
Azienda,,PAZ05400,Fontana Carmela,"Via della Repubblica, 15",10122,Torino,TO,Piemonte,Italia,,FNTCML07A65L219,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,Sì,Carmela Fontana,Casa,0578205734,,,,,3562483538,,carmela.fontana63@gmail.com,,,,
Privato,,PAZ02357,Esposito Antonio,"Via Leopardi, 9",80121,Napoli,NA,Campania,Italia,,SPSNTN62D06F839,,,,,,,Banca Mediolanum,PayPal,Sì,Antonio Esposito,Casa,0598438559,,,,,3235369893,,antonio.esposito81@gmail.com,,,,
Professionista,A,EXT14680,De Angelis Claudio,"Corso Vittorio Emanuele, 17",00136,Roma,RM,Lazio,Italia,,DNGCLD57D05H501,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,Sì,Claudio De Angelis,Casa,0657572080,,,,,3657835950,,claudio.deangelis5@gmail.com,,,,
Privato,,PAZ00290,Ferrara Anna,"Via Mazzini, 39",20121,Milano,MI,Lombardia,Italia,,FRRNNA99S66F205,,,,,,,Banca MPS,Contanti,Sì,Anna Ferrara,Casa,0844337665,,,,,3274459178,,anna.ferrara49@gmail.com,,,,
Azienda,A,EXT12534,Orlando Concetta,"Via Mazzini, 1",84122,Salerno,SA,Campania,Italia,,RLNCCT82P49H703,,,,,,,Banco BPM,Assegno bancario,Sì,Concetta Orlando,Casa,0489534184,,,,,3530030707,,concetta.orlando60@gmail.com,,,,
Professionista,C,PAZ05908,Coppola Martina,"Via Nazionale, 115",00121,Roma,RM,Lazio,Italia,,CPPMTN49T50H501,,,,,,,Banca Intesa Sanpaolo,Bonifico bancario 30gg,No,Martina Coppola,Casa,0187208496,,,,,3182012807,,martina.coppola11@libero.it,,,,
Professionista,C,EXT13818,Pagano Daniele,"Via IV Novembre, 22",00121,Roma,RM,Lazio,Italia,,PGNDNL57R14H501,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Daniele Pagano,Casa,0416030394,,,,,3982278496,,daniele.pagano7@libero.it,,,,
Azienda,C,PAZ06594,Piras Filippo,"Via Nazionale, 122",20121,Milano,MI,Lombardia,Italia,,PRSFPP61T17F205,,,,,,,Poste Italiane - BancoPosta,Contanti,Sì,Filippo Piras,Casa,0594414767,,,,,3874781461,,filippo.piras97@gmail.com,,,,
Privato,C,PAZ00088,Bruno Ilaria,"Via Milano, 168",80132,Napoli,NA,Campania,Italia,,BRNLRI38A66F839,,,,,,,BPER Banca,PayPal,No,Ilaria Bruno,Casa,0735092152,,,,,3816691519,,ilaria.bruno67@gmail.com,,,,
Privato,C,EXT12998,Silvestri Sara,"Via Marconi, 184",00118,Roma,RM,Lazio,Italia,,SLVSRA67H50H501,,,,,,,Poste Italiane - BancoPosta,Contanti,No,Sara Silvestri,Casa,0155196601,,,,,3415694404,,sara.silvestri6@libero.it,,,,
Privato,C,PAZ02232,Orlando Massimo,"Via Mazzini, 138",84121,Salerno,SA,Campania,Italia,,RLNMSM64C06H703,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Massimo Orlando,Casa,0921585352,,,,,3833357639,,massimo.orlando93@gmail.com,,,,
Privato,,PAZ08273,Romano Carlo,"Via Nazionale, 6",20124,Milano,MI,Lombardia,Italia,,RMNCRL96P05F205,,,,,,,Poste Italiane - BancoPosta,Carta di credito,Sì,Carlo Romano,Casa,0656168988,,,,,3134084293,,carlo.romano64@gmail.com,,,,
Privato,A,PAZ09322,Silvestri Silvia,"Viale Europa, 9",00141,Roma,RM,Lazio,Italia,,SLVSLV93B68H501,,,,,,,Banca Intesa Sanpaolo,PayPal,Sì,Silvia Silvestri,Casa,0527241980,,,,,3856686312,,silvia.silvestri27@libero.it,,,,
Privato,A,PAZ07964,Ferrara Marco,"Via Milano, 176",80131,Napoli,NA,Campania,Italia,,FRRMRC99D07F839,,,,,,,UniCredit,Bonifico bancario 30gg,No,Marco Ferrara,Casa,0999235159,,,,,3623846655,,marco.ferrara18@libero.it,,,,
Privato,A,PAZ09037,Leone Marco,"Via Cavour, 46",20123,Milano,MI,Lombardia,Italia,,LNEMRC05A07F205,,,,,,,BPER Banca,RID bancario,Sì,Marco Leone,Casa,0279974121,,,,,3158513112,,marco.leone41@gmail.com,,,,
Privato,C,EXT11408,Ruggiero Federico,"Via Marconi, 17",00100,Roma,RM,Lazio,Italia,,RGGFRC02A08H501,,,,,,,Banca Intesa Sanpaolo,PayPal,No,Federico Ruggiero,Casa,0203982155,,,,,3181520167,,federico.ruggiero88@libero.it,,,,
Professionista,,PAZ08391,Martini Michela,"Via della Libertà, 106",00100,Roma,RM,Lazio,Italia,,MRTMHL92M67H501,,,,,,,Banca Mediolanum,PayPal,Sì,Michela Martini,Casa,0122944203,,,,,3556573802,,michela.martini32@libero.it,,,,
Privato,C,EXT11749,Leone Cristina,"Via Milano, 197",10122,Torino,TO,Piemonte,Italia,,LNECST50H60L219,,,,,,,UniCredit,PayPal,No,Cristina Leone,Casa,0435375206,,,,,3334278104,,cristina.leone39@gmail.com,,,,
Professionista,A,PAZ01056,Caruso Beatrice,"Via Cavour, 153",00100,Roma,RM,Lazio,Italia,,CRSBRC62C41H501,,,,,,,Banca MPS,PayPal,Sì,Beatrice Caruso,Casa,0855085005,,,,,3341743229,,beatrice.caruso23@libero.it,,,,
Professionista,A,PAZ00903,Romano Giorgio,"Via Napoli, 161",10121,Torino,TO,Piemonte,Italia,,RMNGRG99B26L219,,,,,,,UniCredit,PayPal,Sì,Giorgio Romano,Casa,0525245902,,,,,3484677841,,giorgio.romano31@libero.it,,,,
Privato,A,EXT14220,Leone Riccardo,"Via IV Novembre, 97",80123,Napoli,NA,Campania,Italia,,LNERCR65M18F839,,,,,,,Banca MPS,Contanti,No,Riccardo Leone,Casa,0427577626,,,,,3564969065,,riccardo.leone62@gmail.com,,,,
Privato,B,EXT13626,Cattaneo Lucia,"Via Garibaldi, 6",00118,Roma,RM,Lazio,Italia,,CTTLCU44T49H501,,,,,,,Banca MPS,Bonifico bancario 30gg,Sì,Lucia Cattaneo,Casa,0738807211,,,,,3829866630,,lucia.cattaneo60@libero.it,,,,
Privato,B,PAZ02039,Ferrari Mario,"Via Verdi, 55",10121,Torino,TO,Piemonte,Italia,,FRRMRA44C08L219,,,,,,,BPER Banca,Assegno bancario,No,Mario Ferrari,Casa,0166147328,,,,,3946601073,,mario.ferrari32@gmail.com,,,,
Privato,B,PAZ01611,Vitale Sofia,"Corso Vittorio Emanuele, 46",10123,Torino,TO,Piemonte,Italia,,VTLSFO91C59L219,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Sofia Vitale,Casa,0919187184,,,,,3132020760,,sofia.vitale42@gmail.com,,,,
Privato,A,EXT14519,Fontana Serena,"Via Verdi, 182",00118,Roma,RM,Lazio,Italia,,FNTSRN79C52H501,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,No,Serena Fontana,Casa,0392323177,,,,,3440718499,,serena.fontana38@libero.it,,,,
Professionista,B,PAZ00736,Sartori Laura,"Via Milano, 67",00141,Roma,RM,Lazio,Italia,,SRTLRA04R66H501,,,,,,,Banco BPM,Carta di credito,Sì,Laura Sartori,Casa,0237899582,,,,,3871467559,,laura.sartori66@libero.it,,,,
Privato,A,PAZ05963,Caruso Antonio,"Via Matteotti, 141",80123,Napoli,NA,Campania,Italia,,CRSNTN04S03F839,,,,,,,Banca Intesa Sanpaolo,Contanti,No,Antonio Caruso,Casa,0735359107,,,,,3349864976,,antonio.caruso40@libero.it,,,,
Azienda,B,EXT11875,Piras Lorenzo,"Via della Repubblica, 185",00136,Roma,RM,Lazio,Italia,,PRSLNZ65S21H501,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Lorenzo Piras,Casa,0732163621,,,,,3329423048,,lorenzo.piras22@libero.it,,,,
Professionista,B,PAZ07308,Rossi Lorenzo,"Via Milano, 136",10122,Torino,TO,Piemonte,Italia,,RSSLNZ04P21L219,,,,,,,Banca Mediolanum,RID bancario,No,Lorenzo Rossi,Casa,0733055107,,,,,3586399400,,lorenzo.rossi33@gmail.com,,,,
Professionista,A,PAZ09052,Ferrari Paolo,"Via Garibaldi, 115",80122,Napoli,NA,Campania,Italia,,FRRPLA47H21F839,,,,,,,Banco BPM,RID bancario,Sì,Paolo Ferrari,Casa,0142401561,,,,,3583516634,,paolo.ferrari64@libero.it,,,,
Azienda,,PAZ06177,Barbieri Angela,"Via Matteotti, 166",00121,Roma,RM,Lazio,Italia,,BRBNGL94A56H501,,,,,,,Banco BPM,PayPal,Sì,Angela Barbieri,Casa,0474997799,,,,,3699119733,,angela.barbieri10@gmail.com,,,,
Professionista,A,EXT13555,Villa Chiara,"Via Verdi, 27",80132,Napoli,NA,Campania,Italia,,VLLCHR86A48F839,,,,,,,BPER Banca,PayPal,No,Chiara Villa,Casa,0921697708,,,,,3799062858,,chiara.villa39@libero.it,,,,
Privato,C,PAZ02864,Lombardi Carmela,"Piazza del Comune, 103",10122,Torino,TO,Piemonte,Italia,,LMBCML01R67L219,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,Sì,Carmela Lombardi,Casa,0894143454,,,,,3167489060,,carmela.lombardi95@gmail.com,,,,
Privato,C,EXT10056,Leone Patrizia,"Corso Vittorio Emanuele, 45",20121,Milano,MI,Lombardia,Italia,,LNEPRZ92S44F205,,,,,,,Banco BPM,Assegno bancario,Sì,Patrizia Leone,Casa,0935356961,,,,,3685995898,,patrizia.leone66@gmail.com,,,,
Privato,A,PAZ01418,Pagano Serena,"Via Marconi, 5",00121,Roma,RM,Lazio,Italia,,PGNSRN00D49H501,,,,,,,Banca Mediolanum,Carta di credito,No,Serena Pagano,Casa,0378432761,,,,,3675572102,,serena.pagano31@gmail.com,,,,
Azienda,C,PAZ05914,Barone Paolo,"Via Milano, 180",20124,Milano,MI,Lombardia,Italia,,BRNPLA88C28F205,,,,,,,UniCredit,PayPal,Sì,Paolo Barone,Casa,0887256684,,,,,3220151458,,paolo.barone91@libero.it,,,,
Professionista,A,PAZ04148,Testa Alessandra,"Via della Repubblica, 116",20124,Milano,MI,Lombardia,Italia,,TSTLSN72A57F205,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,No,Alessandra Testa,Casa,0181861461,,,,,3850372594,,alessandra.testa12@gmail.com,,,,
Privato,,EXT13109,Greco Cinzia,"Via Milano, 64",00100,Roma,RM,Lazio,Italia,,GRCCNZ66A44H501,,,,,,,BPER Banca,PayPal,Sì,Cinzia Greco,Casa,0113027089,,,,,3743335185,,cinzia.greco79@gmail.com,,,,
Privato,C,EXT13685,Bruno Riccardo,"Via Nazionale, 90",80123,Napoli,NA,Campania,Italia,,BRNRCR73H18F839,,,,,,,Banca MPS,Contanti,Sì,Riccardo Bruno,Casa,0259241051,,,,,3283938575,,riccardo.bruno7@gmail.com,,,,
Azienda,C,PAZ01010,Moretti Marco,"Via Verdi, 188",20121,Milano,MI,Lombardia,Italia,,MRTMRC52H21F205,,,,,,,Banca Mediolanum,Carta di credito,No,Marco Moretti,Casa,0667768664,,,,,3928902825,,marco.moretti91@libero.it,,,,
Privato,,PAZ08634,Ferrara Sergio,"Via Nazionale, 26",20125,Milano,MI,Lombardia,Italia,,FRRSRG67C19F205,,,,,,,Banca MPS,Carta di credito,Sì,Sergio Ferrara,Casa,0222031518,,,,,3411433529,,sergio.ferrara11@gmail.com,,,,
Privato,,PAZ07588,Longo Roberta,"Via Cavour, 6",00118,Roma,RM,Lazio,Italia,,LNGRRT03C60H501,,,,,,,UniCredit,Carta di credito,No,Roberta Longo,Casa,0982039846,,,,,3032875241,,roberta.longo8@gmail.com,,,,
Privato,B,PAZ04189,Fabbri Roberto,"Via Tasso, 84",00121,Roma,RM,Lazio,Italia,,FBBRRT08B11H501,,,,,,,Poste Italiane - BancoPosta,RID bancario,No,Roberto Fabbri,Casa,0187704016,,,,,3939057315,,roberto.fabbri43@libero.it,,,,
Azienda,C,EXT14953,Sartori Sergio,"Via Garibaldi, 17",00141,Roma,RM,Lazio,Italia,,SRTSRG04D27H501,,,,,,,BPER Banca,Contanti,No,Sergio Sartori,Casa,0433472121,,,,,3827645429,,sergio.sartori42@libero.it,,,,
Privato,C,EXT10528,Greco Andrea,"Via della Libertà, 189",20123,Milano,MI,Lombardia,Italia,,GRCNDR65P08F205,,,,,,,UniCredit,Assegno bancario,Sì,Andrea Greco,Casa,0615287246,,,,,3571483281,,andrea.greco49@gmail.com,,,,
Privato,,PAZ09824,Santoro Beatrice,"Piazza del Comune, 11",20121,Milano,MI,Lombardia,Italia,,SNTBRC89T43F205,,,,,,,Banca Intesa Sanpaolo,Carta di credito,No,Beatrice Santoro,Casa,0472086309,,,,,3149473526,,beatrice.santoro87@gmail.com,,,,
Azienda,C,PAZ05145,Martinelli Michela,"Via Cavour, 195",20122,Milano,MI,Lombardia,Italia,,MRTMHL52D66F205,,,,,,,Banca Intesa Sanpaolo,Bonifico bancario 30gg,Sì,Michela Martinelli,Casa,0832669295,,,,,3886578984,,michela.martinelli85@gmail.com,,,,
Privato,,PAZ08937,Grassi Antonio,"Via Roma, 130",84125,Salerno,SA,Campania,Italia,,GRSNTN06C24H703,,,,,,,Banca MPS,Contanti,Sì,Antonio Grassi,Casa,0834739830,,,,,3145846469,,antonio.grassi2@gmail.com,,,,
Azienda,A,PAZ09615,Carbone Paolo,"Via XX Settembre, 158",20121,Milano,MI,Lombardia,Italia,,CRBPLA51M02F205,,,,,,,Poste Italiane - BancoPosta,Carta di credito,Sì,Paolo Carbone,Casa,0971168084,,,,,3916075427,,paolo.carbone31@libero.it,,,,
Privato,B,PAZ08700,Lombardi Riccardo,"Via IV Novembre, 92",10122,Torino,TO,Piemonte,Italia,,LMBRCR76R22L219,,,,,,,Banca MPS,Carta di credito,Sì,Riccardo Lombardi,Casa,0112131209,,,,,3645734136,,riccardo.lombardi95@gmail.com,,,,
Privato,A,PAZ03800,De Luca Davide,"Via XX Settembre, 140",84122,Salerno,SA,Campania,Italia,,DLCDVD66E09H703,,,,,,,Banca MPS,PayPal,No,Davide De Luca,Casa,0358486196,,,,,3947938442,,davide.deluca55@libero.it,,,,
